#
# Sources from ATCA catalog (Murphy et al. 2010 2010MNRAS.402.2403M) 
# which do NOT have ALMA measurements, but could have an entry in the full DB 
#
# RA and Dec in deg. The mean uncertainties (ATCA) are 13.5 arcsec (RA) and 1.0 arcsec (Dec)
# ALMA RA and Dec and error values from the ALMA DB 
# 20GHz: flux at 20 GHz from 2010 paper
#        sources with flux20G=error, do not have an entry in Murphy data (extended sources)
#        sources with error=0, do not have any error entry in Murphy data
# 93GHz: flux at 93 GHz observed at ATCA, from website (ATCA Calibrator Database v3)
#        Note the observation date was not provided in the website output search
# B3estimate=20GHz/4
# Flags: g=good or p=poor data quality
#        e = extended source
#        h = Galactic HII region
#        p = Galactic planetary nebula
#        m = Magellanic clouds source
#        l = no match in low frequency surveys
#        b = large and extended See the paper for more details of these classifications
#        nnn = no flag
#
#                                                        Flux Density (mJy)         
#  ATCA Name     RA(deg)  errRA  Dec(deg)  errDec   20GHz  error  93GHz   B3estim    Flags       ALMAname  ALMAra(deg) error  ALMAdec(deg) error
#
J125459-713818	193.749165	0.00375	-71.63844	0.00028	753	38	892	188.25	g	nnn	J1254-7138	193.7496727	0.0000001	-71.6384546	0.0000001
J200042-132533	300.17571	0.00375	-13.42589	0.00028	753	38	NONE	188.25	g	nnn					
J160019-464908	240.081495	0.00375	-46.81889	0.00028	752	30	NONE	188	g	e					
J011748-211107	19.45338	0.00375	-21.18536	0.00028	749	49	NONE	187.25	g	nnn	J0117-2111|J011750-211105	19.453250554	0	-21.185175872	0
J140950-265737	212.458875	0.00375	-26.96033	0.00028	747	49	265	186.75	g	nnn					
J012457-511316	21.239085	0.00375	-51.22111	0.00028	745	37	NONE	186.25	g	nnn					
J011517-012704	18.82116	0.00375	-1.45114	0.00028	742	37	482	185.5	g	nnn					
J001035-302748	2.64966	0.00375	-30.46339	0.00028	741	30	NONE	185.25	g	nnn					
J020157-113233	30.48837	0.00375	-11.54256	0.00028	730	34	165	182.5	g	nnn					
J195441-112323	298.67184	0.00375	-11.38972	0.00028	728	36	NONE	182	g	nnn					
J084756-070317	131.98617	0.00375	-7.05497	0.00028	727	36	NONE	181.75	g	nnn					
J130527-492804	196.36446	0.00375	-49.46797	0.00028	726	36	NONE	181.5	g	nnn					
J130839-095032	197.162745	0.00375	-9.84225	0.00028	726	35	319	181.5	g	nnn					
J075650-154204	119.211045	0.00375	-15.70128	0.00028	725	47	NONE	181.25	g	nnn	J0756-1542	119.211245725	0	-15.701510128	0
J085805-195035	134.522415	0.00375	-19.84317	0.00028	722	47	NONE	180.5	g	nnn					
J010218-754652	15.57816	0.00375	-75.78136	0.00028	712	35	NONE	178	g	nnn					
J114608-244734	176.534505	0.00375	-24.79281	0.00028	709	46	NONE	177.25	g	nnn					
J120914-203238	182.312085	0.00375	-20.54411	0.00028	707	46	NONE	176.75	g	nnn					
J043900-452222	69.753465	0.00375	-45.37294	0.00028	700	30	665	175	g	nnn					
J121806-460030	184.526085	0.00375	-46.00839	0.00028	696	31	NONE	174	g	nnn					
J182912-581355	277.30275	0.00375	-58.23194	0.00028	693	34	335	173.25	g	nnn					
J153420-535107	233.58492	0.00375	-53.85194	0.00028	690	1	NONE	172.5	p	nnn					
J124823-195918	192.099465	0.00375	-19.98844	0.00028	689	35	NONE	172.25	g	nnn					
J062706-352916	96.778035	0.00375	-35.48778	0.00028	688	29	NONE	172	g	nnn					
J013432-384333	23.63391	0.00375	-38.72603	0.00028	685	31	530	171.25	g	nnn					
J133204-050944	203.018835	0.00375	-5.16222	0.00028	684	33	NONE	171	g	nnn					
J153552-473021	233.96775	0.00375	-47.50606	0.00028	684	34	NONE	171	g	nnn					
J171736-334206	259.40088	0.00375	-33.70183	0.00028	683	32	NONE	170.75	g	nnn					
J055802-131740	89.51079	0.00375	-13.29461	0.00028	682	34	NONE	170.5	g	nnn					
